"id_venda","data_venda","total_venda","cliente_id"
"1721","2021-02-17","1793.53","5053"
"1722","2022-03-17","7095.24","2998"
"1723","2020-04-11","4616.67","8744"
"1724","2020-04-19","693.8","4640"
"1725","2022-01-11","2639.9","8496"
"1726","2023-04-29","1809.38","2519"
"1727","2020-05-15","1693.56","36"
"1728","2022-01-02","4071.45","440"
"1729","2021-01-14","1837.78","4729"
"1730","2020-05-08","315.58","2408"
"1731","2021-11-14","5611.389999999999","9813"
"1732","2020-02-13","4290.39","8521"
"1733","2023-01-21","1925.34","9175"
"1734","2021-01-05","4871","4723"
"1735","2023-03-02","214.81","1974"
"1736","2021-03-04","3207.46","7555"
"1737","2021-01-23","3097.1499999999996","1904"
"1738","2022-10-28","513.7","1217"
"1739","2020-02-26","3840.9700000000003","9906"
"1740","2022-01-08","2993.87","1891"
"1741","2023-02-05","5721.26","663"
"1742","2023-08-10","3562.03","4392"
"1743","2020-11-16","1328.41","2031"
"1744","2020-10-20","4624.86","3679"
"1745","2022-12-30","2456.5","2093"
"1746","2021-01-26","3708.7799999999997","2334"
"1747","2023-01-31","5003.55","727"
"1748","2021-12-06","3844.0700000000006","5939"
"1749","2020-11-12","4255.46","3842"
"1750","2023-09-29","1972.0900000000001","8682"
"1751","2022-11-25","1339.37","3382"
"1752","2021-11-08","2160.06","1212"
"1753","2023-02-01","1161.34","7286"
"1754","2023-01-15","5959.9400000000005","305"
"1755","2022-01-13","3894.71","2739"
"1756","2022-03-04","4929.27","7725"
"1757","2020-05-02","1727.69","6162"
"1758","2020-04-28","1371.19","3056"
"1759","2022-01-16","3557.1","8658"
"1760","2022-12-07","1816.4699999999998","7003"
"1761","2022-11-16","6103.49","8880"
"1762","2021-08-17","3662.4799999999996","1346"
"1763","2021-04-10","3434.1000000000004","1197"
"1764","2022-12-25","868.96","2785"
"1765","2020-01-12","3542.3100000000004","2054"
"1766","2020-12-02","1030.04","7653"
"1767","2021-11-24","1320.87","247"
"1768","2022-11-02","174.65","2857"
"1769","2022-08-16","1824.48","2750"
"1770","2021-10-18","1755.66","2945"
"1771","2021-11-24","4744.530000000001","2770"
"1772","2023-01-26","187.38","9820"
"1773","2020-03-23","1900.31","9386"
"1774","2021-07-04","2854.1800000000003","9561"
"1775","2023-02-13","4085.38","342"
"1776","2022-08-22","3695.1","7958"
"1777","2021-03-24","4784.45","5499"
"1778","2021-11-07","2047.1999999999998","3790"
"1779","2022-03-20","1912.78","575"
"1780","2021-11-24","5549.76","4462"
"1781","2022-11-22","3333.42","8290"
"1782","2022-04-23","1710.17","4701"
"1783","2021-02-02","997.9200000000001","3803"
"1784","2022-03-28","4706.03","7445"
"1785","2022-07-28","4071.87","8915"
"1786","2022-07-09","5243.540000000001","5640"
"1787","2021-07-17","152.01","3650"
"1788","2020-01-20","3913.41","9118"
"1789","2022-08-04","2318.7","980"
"1790","2022-12-19","6339.07","4347"
"1791","2022-06-10","1390.77","3307"
"1792","2022-10-22","1962.87","5696"
"1793","2022-11-13","3244.33","819"
"1794","2020-01-20","2964.8300000000004","7257"
"1795","2022-11-28","3793.08","6881"
"1796","2021-10-17","3978.9700000000003","90"
"1797","2022-03-20","420.08","7400"
"1798","2022-07-11","1304.62","6801"
"1799","2020-12-12","693.4","6689"
"1800","2023-03-18","3377.7000000000003","3179"
"1801","2023-04-17","586.65","3743"
"1802","2021-01-05","1094.6399999999999","7165"
"1803","2022-11-08","626.31","1735"
"1804","2022-07-06","1988.61","7939"
"1805","2020-01-07","6266.74","491"
"1806","2022-01-28","3499.83","7781"
"1807","2022-01-26","420.46","1093"
"1808","2021-08-13","1291.7399999999998","5242"
"1809","2022-01-21","5464.169999999999","9374"
"1810","2023-06-22","3194.1099999999997","7651"
"1811","2022-10-31","1309.77","7162"
"1812","2022-01-05","3880.31","3984"
"1813","2023-04-21","2523.66","7315"
"1814","2022-11-04","3250.4700000000003","7029"
"1815","2022-02-18","4225.1900000000005","8255"
"1816","2022-01-09","2903.71","6902"
"1817","2021-11-27","4666.73","6063"
"1818","2022-12-26","3389.3599999999997","664"
"1819","2022-06-04","3225.8500000000004","3498"
"1820","2020-09-12","1015.4100000000001","9388"
"1821","2022-12-13","535.14","7727"
"1822","2021-03-30","3829.6","2062"
"1823","2021-02-08","847.05","6108"
"1824","2022-11-16","2316.49","8403"
"1825","2023-08-04","3636.3400000000006","1873"
"1826","2021-11-10","7168.96","9281"
"1827","2021-01-15","2376.15","7790"
"1828","2021-04-26","1405.76","4558"
"1829","2020-09-05","2542.7999999999997","5134"
"1830","2022-09-17","1362.48","8797"
"1831","2022-01-21","921.62","1693"
"1832","2020-10-13","3624.9700000000003","5586"
"1833","2023-07-28","5087.98","4817"
"1834","2020-11-15","2476.1499999999996","2612"
"1835","2020-06-10","2359.42","4760"
"1836","2021-09-30","4631.52","1603"
"1837","2021-05-22","2233.12","3299"
"1838","2020-03-04","5526.530000000001","8135"
"1839","2022-03-23","4027.7799999999997","4418"
"1840","2022-01-03","2652.51","3014"
"1841","2022-10-27","2820.44","8327"
"1842","2022-09-24","762.49","3579"
"1843","2022-04-22","4671.37","3424"
"1844","2021-01-15","1070.98","1447"
"1845","2021-01-09","1258.0900000000001","8986"
"1846","2020-03-19","4332.259999999999","3949"
"1847","2023-06-19","3789.4800000000005","7281"
"1848","2022-04-05","3231.7","4150"
"1849","2022-11-17","1247.67","1812"
"1850","2021-05-01","2141","9080"
"1851","2022-02-28","2381.47","9711"
"1852","2023-05-31","1270.44","6319"
"1853","2020-06-29","630.02","4589"
"1854","2020-05-25","4448.52","7121"
"1855","2023-02-25","4663.740000000001","9156"
"1856","2020-07-18","2306.62","3111"
"1857","2023-05-26","2622.05","5853"
"1858","2023-09-13","1965.79","5410"
"1859","2022-12-03","5652.51","1816"
"1860","2023-02-16","1575.83","2630"
"1861","2020-04-20","5586.71","8400"
"1862","2020-12-22","2949.76","21"
"1863","2021-05-03","4623.92","8062"
"1864","2022-08-09","2037.67","5321"
"1865","2022-12-09","115.17","7515"
"1866","2021-04-08","974.72","2191"
"1867","2020-02-05","1279.29","8355"
"1868","2020-07-29","4623.52","3221"
"1869","2023-08-16","1475.57","3039"
"1870","2022-07-25","3458.06","8085"
"1871","2022-05-27","2805.98","8512"
"1872","2022-05-26","4497.79","2368"
"1873","2022-06-17","4039.84","4375"
"1874","2020-11-14","286.02","7012"
"1875","2021-12-28","3411.8399999999997","3279"
"1876","2021-05-25","2014.3200000000002","7415"
"1877","2022-04-10","1777.9099999999999","5192"
"1878","2021-10-11","5324.02","8127"
"1879","2022-08-23","1746.0800000000002","7238"
"1880","2020-05-19","218.23","4659"
"1881","2021-11-30","4686.049999999999","2879"
"1882","2022-12-18","826.22","7583"
"1883","2020-09-01","4633.18","5451"
"1884","2022-05-10","1691.75","4255"
"1885","2023-06-19","919.12","150"
"1886","2022-12-13","1739.73","3990"
"1887","2022-12-25","4333.290000000001","4391"
"1888","2021-03-31","1974.58","3694"
"1889","2021-01-30","696.3","3692"
"1890","2021-12-27","4325.32","4353"
"1891","2020-03-19","3158.71","9572"
"1892","2022-07-28","4188.2","7104"
"1893","2022-10-12","4952.82","8339"
"1894","2020-07-31","1001.72","4216"
"1895","2021-07-16","1766.71","3506"
"1896","2023-03-18","310.81","649"
"1897","2023-04-13","5680.12","8581"
"1898","2021-11-15","5173.13","8049"
"1899","2023-01-15","4229.49","6557"
"1900","2021-06-17","2220.45","2373"
"1901","2022-01-04","4361.72","9757"
"1902","2020-08-07","2349.56","7066"
"1903","2021-07-01","1925.1899999999998","3201"
"1904","2020-05-28","1811.62","2004"
"1905","2021-08-29","3353.75","2132"
"1906","2020-08-20","1575.32","7950"
"1907","2022-12-22","2550.05","1931"
"1908","2022-09-24","999.8","4943"
"1909","2022-06-29","652.93","7795"
"1910","2021-09-01","2519.46","4054"
"1911","2022-11-07","2905.94","6574"
"1912","2023-01-15","4859.65","1918"
"1913","2022-08-20","4199.42","6059"
"1914","2020-09-16","834.29","8200"
"1915","2022-11-04","3963.63","6601"
"1916","2023-05-15","5732.23","323"
"1917","2021-11-08","1425.54","7525"
"1918","2020-08-16","4661.16","5745"
"1919","2022-11-30","4627.78","794"
"1920","2022-11-16","3643.37","3136"
"1921","2022-02-23","3115.98","8191"
"1922","2021-02-01","1867.81","839"
"1923","2022-11-10","2743.94","5556"
"1924","2021-06-06","6428.35","1750"
"1925","2020-05-16","5242.6","1729"
"1926","2021-06-28","523.42","2955"
"1927","2023-05-08","2731.1099999999997","1888"
"1928","2021-04-18","1749.22","4874"
"1929","2021-04-06","3755.6900000000005","9540"
"1930","2022-03-12","1353.0600000000002","9405"
"1931","2023-05-13","5327.96","1439"
"1932","2022-06-26","5355.83","2300"
"1933","2022-04-25","4023.8900000000003","7050"
"1934","2022-05-08","4156.01","5613"
"1935","2022-11-04","3822.57","1696"
"1936","2020-10-09","5592.46","3699"
"1937","2022-10-11","2389.9","3696"
"1938","2021-11-21","5851.86","8194"
"1939","2021-01-02","4769.59","7270"
"1940","2021-05-09","712.2","1081"
"1941","2022-10-07","7404.15","835"
"1942","2023-02-15","1110.92","763"
"1943","2023-09-27","953.15","5970"
"1944","2022-09-04","1954.21","6647"
"1945","2020-03-03","2662.0899999999997","5761"
"1946","2020-12-15","6630.200000000001","8498"
"1947","2022-05-23","830.06","4531"
"1948","2020-11-08","2861.35","582"
"1949","2020-12-09","4403.41","6781"
"1950","2022-11-11","5209.549999999999","2212"
"1951","2022-12-30","4411.849999999999","4364"
"1952","2021-11-03","5903.99","6108"
"1953","2022-11-06","1618.69","227"
"1954","2022-07-29","1366.95","8201"
"1955","2022-01-05","5489.040000000001","5623"
"1956","2022-11-01","753.84","5102"
"1957","2022-05-23","2837","3153"
"1958","2022-09-29","1563.69","3053"
"1959","2022-12-06","1637.4099999999999","8381"
"1960","2023-07-05","366.51","3749"
"1961","2022-02-04","3468.39","7250"
"1962","2022-07-15","2361.12","6929"
"1963","2022-05-15","2924.9","8645"
"1964","2021-01-14","4218.9400000000005","9197"
"1965","2020-05-15","3127.67","9355"
"1966","2020-12-23","3495.7200000000003","9234"
"1967","2022-01-11","5263.62","6755"
"1968","2023-05-29","1996.41","8191"
"1969","2021-12-11","3168.7299999999996","8598"
"1970","2023-03-25","4189.51","8057"
"1971","2021-11-23","4201.31","5041"
"1972","2021-11-12","4569.39","5475"
"1973","2023-07-24","6648.86","5686"
"1974","2022-12-27","3883.6399999999994","1001"
"1975","2022-04-26","4328.63","4509"
"1976","2021-04-28","3035.59","4118"
"1977","2021-05-02","4441.99","5754"
"1978","2021-01-20","1687.8400000000001","8106"
"1979","2023-08-07","587.47","2697"
"1980","2022-12-12","2591.77","8988"
"1981","2020-01-24","4669.63","2787"
"1982","2022-01-23","4019","5139"
"1983","2020-07-31","245.07","1388"
"1984","2020-08-29","2976.3900000000003","5182"
"1985","2020-04-03","6652.78","9241"
"1986","2021-04-18","2748.5099999999998","6485"
"1987","2023-10-12","3859.6499999999996","2483"
"1988","2022-03-23","1972.19","7176"
"1989","2022-11-01","4288.41","3349"
"1990","2022-12-07","2127.2599999999998","9611"
"1991","2022-09-23","1614.77","3442"
"1992","2021-03-11","3823.6600000000003","9953"
"1993","2022-12-11","4876.789999999999","4144"
"1994","2023-02-01","4882.38","7827"
"1995","2022-11-22","1805.05","2897"
"1996","2021-05-06","2914.51","7891"
"1997","2022-07-10","2032.58","6027"
"1998","2022-09-27","3728.27","2177"
"1999","2022-11-02","5068.96","3058"
"2000","2020-01-28","4684.32","322"
"2001","2021-05-19","4635.94","9077"
"2002","2023-05-21","1927.73","5027"
"2003","2020-09-05","4862.67","5155"
"2004","2020-09-27","2130.1499999999996","363"
"2005","2023-02-19","1889.6100000000001","905"
"2006","2023-09-19","2200.42","7963"
"2007","2023-01-01","1709.47","3915"
"2008","2021-02-04","6315.669999999999","8321"
"2009","2022-05-11","3870.39","3833"
"2010","2020-11-02","1568.45","67"
"2011","2021-03-17","3865.76","384"
"2012","2022-01-23","4448.59","4117"
"2013","2022-09-09","4459.94","9278"
"2014","2021-01-21","829.35","8200"
"2015","2020-12-02","2323.77","1027"
"2016","2022-10-14","4307.400000000001","377"
"2017","2022-11-04","6711.030000000001","9766"
"2018","2021-08-21","538.7","348"
"2019","2021-12-14","6510.34","3905"
"2020","2022-03-14","2840.61","9306"
"2021","2023-06-03","3187.9","5279"
"2022","2022-07-02","2740.11","5859"
"2023","2023-01-10","4183.679999999999","3566"
"2024","2021-04-12","5397.9","55"
"2025","2022-05-04","4797.41","3478"
"2026","2022-01-06","3751.25","9658"
"2027","2023-10-16","1969.75","2086"
"2028","2022-06-11","2624.7599999999998","6784"
"2029","2023-05-14","3278.91","1268"
"2030","2021-08-16","4938.32","2796"
"2031","2022-11-24","6998.379999999999","1315"
"2032","2020-09-10","1153.92","9136"
"2033","2022-07-18","4109.4800000000005","6873"
"2034","2021-12-24","3854.3","225"
"2035","2021-06-07","2590.42","7479"
"2036","2023-04-07","2959.91","2671"
"2037","2023-04-10","1010.63","7904"
"2038","2023-06-05","1909.6100000000001","3462"
"2039","2020-10-12","4015.72","4856"
"2040","2022-10-05","1823.8","6695"
"2041","2022-11-07","581.4","8289"
"2042","2023-05-17","3693.71","5375"
"2043","2021-03-10","1990.1899999999998","6127"
"2044","2022-12-13","1381.37","3748"
"2045","2023-02-08","2696.79","6047"
"2046","2022-06-22","5428.9","8351"
"2047","2023-09-26","3619.6099999999997","7904"
"2048","2022-06-13","6441.18","1752"
"2049","2021-08-26","1129.15","7017"
"2050","2023-10-31","4097.16","8549"
"2051","2022-05-10","3827.07","53"
"2052","2022-07-01","6253.73","3334"
"2053","2022-05-01","3470.02","9071"
"2054","2020-07-29","3324.4700000000003","4936"
"2055","2021-08-21","3197.65","4519"
"2056","2021-06-01","1174.07","9694"
"2057","2023-09-15","4950.0599999999995","1062"
"2058","2022-06-01","870.69","2710"
"2059","2022-02-22","191.35","8207"
"2060","2022-03-02","2872.86","8328"
"2061","2023-06-01","4989.43","350"
"2062","2022-11-25","4442.2","2583"
"2063","2021-01-03","3736.17","6797"
"2064","2021-01-05","1666.31","7574"
"2065","2020-08-26","4403.490000000001","338"
"2066","2023-06-15","977.8","10"
"2067","2020-11-24","2071.4300000000003","7824"
"2068","2021-01-16","1482.84","509"
"2069","2023-07-16","2913.12","3846"
"2070","2023-05-21","1179.24","3792"
"2071","2022-01-12","5287.75","111"
"2072","2022-04-25","935.56","74"
"2073","2022-07-04","479.14","7244"
"2074","2022-06-27","2707.2200000000003","332"
"2075","2021-02-26","1583.67","1427"
"2076","2022-01-05","1190.8","2605"
"2077","2022-10-08","2909.07","4664"
"2078","2020-05-07","1880.19","142"
"2079","2022-01-10","2378.24","6219"
"2080","2020-01-18","3672.41","1929"
"2081","2023-01-05","3487.12","6273"
"2082","2021-10-12","2911.14","1904"
"2083","2022-08-21","166.86","8280"
"2084","2021-05-29","3854.43","1006"
"2085","2021-05-19","5481.530000000001","4250"
"2086","2021-02-12","3642.6800000000003","8611"
"2087","2022-10-03","2108.1400000000003","4359"
"2088","2022-10-05","844","4056"
"2089","2022-12-19","4188.41","6897"
"2090","2020-08-29","3302.95","7345"
"2091","2020-12-31","6382.679999999999","3790"
"2092","2023-06-04","3494.2","4301"
"2093","2022-08-08","4336.88","6328"
"2094","2022-11-28","2251.3800000000006","4895"
"2095","2021-05-09","2357.49","5094"
"2096","2020-06-09","1062.52","5260"
"2097","2022-09-12","2057.5","9882"
"2098","2022-09-25","5768.62","9487"
"2099","2020-12-19","2366.36","5403"
"2100","2022-09-23","1565.94","3261"
"2101","2021-07-26","1288.69","9245"
"2102","2022-04-01","6971.26","5869"
"2103","2020-10-03","1786.54","9358"
"2104","2022-04-02","4394.889999999999","1196"
"2105","2020-06-01","2726.77","8644"
"2106","2022-12-02","5756.459999999999","1748"
"2107","2022-01-06","1406.21","6973"
"2108","2021-05-05","1908.04","5446"
"2109","2022-02-07","2037.93","2315"
"2110","2020-07-04","2668.37","7013"
"2111","2022-11-17","4217.5","2371"
"2112","2023-03-24","3008.6000000000004","2327"
"2113","2022-04-10","3873.47","7796"
"2114","2021-08-30","1993.46","3512"
"2115","2021-11-23","6172.849999999999","4050"
"2116","2021-06-27","4327.9400000000005","4508"
"2117","2021-11-23","3226.99","357"
"2118","2022-12-07","4639.5","1243"
"2119","2022-11-28","3717.5299999999997","804"
"2120","2022-12-10","3080.08","6282"
"2121","2020-12-01","7342.220000000001","4190"
"2122","2022-09-27","5603.900000000001","7917"
"2123","2022-08-07","2549.23","7742"
"2124","2023-01-23","305.03","6434"
"2125","2020-06-08","4606.8099999999995","7428"
"2126","2021-08-20","4373.57","1318"
"2127","2023-07-12","3340.88","5181"
"2128","2021-01-06","4447.54","9745"
"2129","2020-01-24","2155.24","6438"
"2130","2020-01-16","327.39","1723"
"2131","2022-01-30","4137.66","8131"
"2132","2022-12-05","6190.9","6570"
"2133","2022-05-26","3004.14","1924"
"2134","2021-02-01","4016.83","2006"
"2135","2022-01-27","1584.17","787"
"2136","2022-12-13","289.76","6479"
"2137","2021-11-21","5349.16","5859"
"2138","2020-11-06","1190.11","5303"
"2139","2021-01-12","5663.799999999999","4202"
"2140","2022-12-02","294.76","9589"
"2141","2020-04-28","30.36","4239"
"2142","2021-01-25","1874.52","7886"
"2143","2022-02-11","1320.54","8454"
"2144","2020-12-11","3618.7999999999993","8093"
"2145","2023-04-23","1080.51","6538"
"2146","2021-07-22","2275.64","5485"
"2147","2021-11-28","413.44","626"
"2148","2022-11-25","5106.68","3911"
"2149","2020-11-15","1451.28","5227"
"2150","2022-10-09","2184.9900000000002","9111"
"2151","2020-10-04","5266.27","2813"
"2152","2020-11-23","1618.59","8123"
"2153","2021-07-27","1507.99","6406"
"2154","2023-05-24","6087.57","3257"
"2155","2022-01-16","5677.849999999999","2497"
"2156","2023-06-22","465.31","6939"
"2157","2022-03-05","5566.689999999999","8762"
"2158","2020-10-09","2499.63","9045"
"2159","2022-07-08","4152.6900000000005","3104"
"2160","2023-04-06","3099.0299999999997","1567"
"2161","2021-11-07","296.58","7984"
"2162","2021-08-29","220.5","766"
"2163","2021-09-29","2363.9","8174"
"2164","2021-11-17","4354.58","7520"
"2165","2023-05-08","3189.5","182"
"2166","2022-12-11","1465.22","5968"
"2167","2021-04-05","2123.63","711"
"2168","2020-01-18","2497.83","4181"
"2169","2020-07-06","1102.2","4893"
"2170","2021-12-08","1385.67","7823"
"2171","2022-10-22","2160.1","9576"
"2172","2021-11-14","4254.09","4917"
"2173","2022-07-09","119.55","7546"
"2174","2021-10-17","1135.94","3008"
"2175","2021-11-05","6787.44","9024"
"2176","2022-07-06","3331.05","9842"
"2177","2022-11-28","261.11","3925"
"2178","2022-11-09","1019.51","9507"
"2179","2022-01-06","4952.56","3305"
"2180","2020-11-10","7359.58","8461"
"2181","2021-04-03","4191.29","6762"
"2182","2021-06-15","1161.28","5029"
"2183","2020-07-18","2871.2000000000003","9706"
"2184","2021-04-16","1075.02","400"
"2185","2023-01-31","3942.85","5921"
"2186","2020-08-26","7315.990000000001","5032"
"2187","2022-01-06","3241.17","2068"
"2188","2021-12-02","5048.88","6500"
"2189","2022-06-05","4694.83","7240"
"2190","2020-04-05","3547.6800000000003","8110"
"2191","2022-01-02","6463.120000000001","451"
"2192","2021-12-29","1475.9","7203"
"2193","2021-12-04","1714.43","5635"
"2194","2021-11-01","3658.85","3774"
"2195","2021-08-20","1426.2799999999997","6269"
"2196","2022-11-29","3071.31","7679"
"2197","2022-04-04","2289.18","8946"
"2198","2021-07-25","673.74","5226"
"2199","2022-11-01","2331.02","1216"
"2200","2022-05-21","2959.1","6865"
"2201","2022-10-12","1674.9899999999998","1895"
"2202","2022-02-11","3244.2000000000003","9728"
"2203","2022-03-04","1107.43","3772"
"2204","2023-03-19","1455.62","8979"
"2205","2021-02-26","4043.43","5008"
"2206","2021-04-22","5086.3","2909"
"2207","2023-02-23","284.03","1864"
"2208","2023-06-05","892.83","598"
"2209","2023-08-06","2939.52","7824"
"2210","2020-12-15","1973.26","7433"
"2211","2021-09-28","7167.39","2804"
"2212","2020-05-04","2768.5699999999997","9753"
"2213","2021-08-25","4175.99","8587"
"2214","2021-01-02","1658.0099999999998","5174"
"2215","2021-03-27","2447.73","4802"
"2216","2023-02-22","6894.96","8755"
"2217","2022-11-21","1939.27","4801"
"2218","2021-07-21","3773.18","9796"
"2219","2023-03-24","3748.4300000000003","9845"
"2220","2020-11-09","2882.34","7156"
"2221","2023-03-29","1915.8600000000001","4977"
"2222","2021-04-09","5096.15","5795"
"2223","2022-01-17","2046.94","4784"
"2224","2021-10-22","2611.23","7702"
"2225","2022-04-26","3546.9900000000002","9120"
"2226","2023-06-25","3797.9700000000003","913"
"2227","2023-08-30","1494.15","7126"
"2228","2022-11-14","4386.58","8510"
"2229","2022-03-26","3846.3199999999997","8036"
"2230","2022-01-12","1227.97","3651"
"2231","2021-12-02","2043.15","346"
"2232","2022-08-07","4300.530000000001","3962"
"2233","2022-04-27","4931.97","2212"
"2234","2020-04-13","955.92","3239"
"2235","2022-01-10","3173.92","5363"
"2236","2022-01-16","2015.24","5851"
"2237","2021-07-18","911.65","9267"
"2238","2020-03-27","6435.450000000001","1405"
"2239","2023-06-17","5998.07","7832"
"2240","2022-12-20","1322.54","923"
"2241","2022-04-25","3482.67","2024"
"2242","2022-06-02","3420.36","8590"
"2243","2022-01-12","1319.86","123"
"2244","2020-09-18","4724.25","3663"
"2245","2021-03-27","2095.35","3519"
"2246","2022-02-12","1595.6999999999998","6053"
"2247","2022-11-02","2038.99","2511"
"2248","2021-09-24","4456.98","5382"
"2249","2021-11-25","5261.029999999999","6256"
"2250","2021-11-15","735.09","6521"
"2251","2021-11-06","2937.4700000000003","3617"
"2252","2023-06-16","2082.54","8115"
"2253","2021-05-04","1655.73","4262"
"2254","2021-06-23","3177.11","9996"
"2255","2020-11-29","1203.2199999999998","5680"
"2256","2020-02-01","7721.68","5207"
"2257","2020-09-17","3830.12","6922"
"2258","2022-08-18","3731.72","9802"
"2259","2021-01-05","1465.89","5031"
"2260","2022-08-02","4457.67","2020"
"2261","2021-08-27","1154.31","116"
"2262","2023-02-01","1311.91","1682"
"2263","2020-05-30","3863.4","9678"
"2264","2022-10-18","2895.5600000000004","2209"
"2265","2021-04-16","1488.5","6682"
"2266","2021-09-02","4260.72","3275"
"2267","2022-06-26","1184.93","8016"
"2268","2022-07-15","260.55","9913"
"2269","2022-01-17","1334.94","1442"
"2270","2022-12-04","7559.9400000000005","3315"
"2271","2022-09-02","1406.5","4498"
"2272","2021-04-29","3269.3199999999997","6837"
"2273","2021-06-18","2548.41","9136"
"2274","2023-07-08","3400.98","9040"
"2275","2022-01-07","273.22","8066"
"2276","2022-01-14","923.01","8325"
"2277","2021-01-21","830.65","6727"
"2278","2022-11-24","3902.63","9484"
"2279","2023-02-04","4456.42","2523"
"2280","2021-02-23","3686.66","2266"
"2281","2022-01-20","1226.03","8519"
"2282","2022-02-07","3938.31","2284"
"2283","2020-09-24","361.84","7043"
"2284","2022-06-01","1653.85","1626"
"2285","2023-02-23","3922.8300000000004","6934"
"2286","2022-07-05","1341.42","2100"
"2287","2022-07-30","1724.15","9274"
"2288","2021-12-08","1441.28","5515"
"2289","2022-10-31","1752.04","1714"
"2290","2021-11-16","3818.65","9269"
"2291","2021-03-21","1857.01","4094"
"2292","2020-09-30","1314.9","4707"
"2293","2020-10-03","2637.21","1617"
"2294","2022-02-27","4366.58","6969"
"2295","2020-11-15","4904.66","3849"
"2296","2021-10-23","2403.5","439"
"2297","2022-07-16","3123.76","662"
"2298","2020-12-21","2861.92","2177"
"2299","2023-07-23","2142.8","8128"
"2300","2022-11-01","4351.26","2538"
"2301","2022-06-19","2464.99","6987"
"2302","2020-10-19","5178.43","5355"
"2303","2023-03-31","1985.59","8695"
"2304","2021-09-21","4537.759999999999","9376"
"2305","2021-05-19","2074.2","2793"
"2306","2020-11-11","3508.23","1555"
"2307","2022-12-08","2154.36","1656"
"2308","2020-12-29","4925.880000000001","4892"
"2309","2021-04-23","2027.44","4481"
"2310","2021-11-18","861.2","8331"
"2311","2023-01-23","1991.74","1539"
"2312","2023-02-20","1742.31","6704"
"2313","2023-08-10","1096.82","1268"
"2314","2022-07-08","3877.92","3585"
"2315","2021-09-12","1768.6299999999999","9782"
"2316","2022-10-14","4325.799999999999","1928"
"2317","2022-11-02","5076.54","525"
"2318","2020-08-24","1362.15","8954"
"2319","2021-06-02","2971.5","6694"
"2320","2022-02-01","1121.39","9987"
"2321","2022-03-31","1761.03","9579"
"2322","2020-05-15","1190.88","1925"
"2323","2021-03-29","608.67","6900"
"2324","2020-12-25","3361.92","8629"
"2325","2020-01-27","2315.59","2862"
"2326","2020-08-03","2125.0299999999997","1535"
"2327","2021-04-27","1246.94","3062"
"2328","2022-01-01","2332.1","3440"
"2329","2022-11-10","3381.53","9372"
"2330","2022-12-23","571.9","5041"
"2331","2021-05-31","4151.13","859"
"2332","2022-02-05","654.93","936"
"2333","2020-12-16","1946.92","3574"
"2334","2023-03-17","4829.8","8748"
"2335","2023-07-19","4475.54","4223"
"2336","2023-10-12","2839.66","3959"
"2337","2020-05-30","2920.1","140"
"2338","2021-11-09","2823.88","1454"
"2339","2023-07-15","4997.580000000001","8589"
"2340","2021-11-05","4309.98","356"
"2341","2020-01-20","737.33","3760"
"2342","2021-11-16","3800.3","6453"
"2343","2022-05-08","282.83","7833"
"2344","2020-11-07","5234.38","552"
"2345","2022-12-09","5466.59","1056"
"2346","2021-01-11","5143.61","2"
"2347","2021-10-14","3531.65","5031"
"2348","2023-03-06","5162.25","6731"
"2349","2022-08-21","3472.2999999999997","57"
"2350","2022-06-01","1712.5800000000002","8308"
"2351","2022-08-24","4575.17","792"
"2352","2021-09-25","806","3552"
"2353","2021-10-31","3424.0499999999997","1302"
"2354","2021-11-22","5086.35","4351"
"2355","2020-04-03","1850.5","2650"
"2356","2022-02-15","3426.21","4357"
"2357","2022-09-06","6644.56","6755"
"2358","2023-01-31","3045.85","8348"
"2359","2022-01-14","1628.22","1722"
"2360","2022-07-18","7159.75","5931"
"2361","2023-05-22","3123.39","1129"
"2362","2022-10-25","2604.04","7579"
"2363","2020-08-11","5454.73","9731"
"2364","2023-06-18","1587.13","747"
"2365","2021-11-10","2072.1","624"
"2366","2021-12-19","864.88","8585"
"2367","2020-07-03","5613.0599999999995","3019"
"2368","2022-12-23","5122.610000000001","3534"
"2369","2020-03-21","3528.69","1141"
"2370","2022-06-12","725.96","9114"
"2371","2022-11-02","1447.45","8273"
"2372","2021-07-10","959.47","9456"
"2373","2021-01-22","4628.33","5436"
"2374","2021-11-11","2422.41","7880"
"2375","2022-03-10","5892.29","4826"
"2376","2023-05-30","1074.28","3156"
"2377","2022-01-09","1329.68","3359"
"2378","2021-09-14","1226.9","2198"
"2379","2021-08-08","3819.42","9753"
"2380","2021-05-04","1684.7800000000002","9838"
"2381","2021-09-02","3449.75","4038"
"2382","2022-09-01","3152.2200000000003","7664"
"2383","2023-05-01","3872.73","926"
"2384","2023-01-07","2559.79","5578"
"2385","2020-11-30","1206.4","1109"
"2386","2022-10-12","3392.22","6490"
"2387","2021-05-04","1139.81","4185"
"2388","2022-09-20","1945.7799999999997","6722"
"2389","2022-07-12","3985.61","1252"
"2390","2022-01-23","3676.12","5637"
"2391","2022-06-14","1233.22","3571"
"2392","2022-04-22","1969.41","3716"
"2393","2021-12-23","4736.9400000000005","8498"
"2394","2022-11-09","2818.55","3415"
"2395","2021-02-08","698.25","1239"
"2396","2021-11-30","3291.4500000000003","6762"
"2397","2022-05-03","2373.7799999999997","4799"
"2398","2021-05-02","4635.74","5056"
"2399","2022-05-28","6049.360000000001","7351"
