"id_produto","nome_produto","preco","categoria_id","marca_id","fornecedor_id","data_estoque","status"
"799","Celular","1681.94","2","3","3","2021-03-12","Vendido"
"800","Camisa","421.5","1","2","9","2023-09-26","Vendido"
"801","Celular","1601.56","1","1","3","2023-05-23","Vendido"
"802","Celular","1587.52","3","1","3","2022-05-08","Vendido"
"803","Bola de Futebol","877.67","1","2","10","2020-11-25","Vendido"
"804","Celular","1216.84","4","8","2","2022-02-11","Vendido"
"805","Celular","700.32","2","6","8","2020-01-22","Vendido"
"806","Bola de Futebol","877.06","1","3","3","2021-01-09","Vendido"
"807","Camisa","922.56","1","10","4","2023-04-07","Vendido"
"808","Camisa","1182.69","3","5","2","2023-06-21","Estoque"
"809","Celular","329.11","5","1","8","2022-09-04","Vendido"
"810","Livro de Ficção","1647.88","1","1","1","2021-06-21","Estoque"
"811","Bola de Futebol","152.11","5","3","2","2022-03-18","Vendido"
"812","Livro de Ficção","1083.75","2","4","1","2021-07-27","Vendido"
"813","Celular","1100.32","2","2","2","2020-12-18","Vendido"
"814","Camisa","1547.6","3","4","3","2022-08-07","Vendido"
"815","Livro de Ficção","150.17","1","2","6","2022-11-03","Estoque"
"816","Chocolate","1349.93","2","7","4","2022-09-12","Estoque"
"817","Celular","1060.8","5","3","2","2020-11-01","Estoque"
"818","Chocolate","1867.35","4","5","1","2022-09-01","Estoque"
"819","Livro de Ficção","1931.94","2","1","1","2020-11-10","Vendido"
"820","Chocolate","1555.28","2","8","4","2020-01-04","Vendido"
"821","Chocolate","1272.14","5","7","4","2020-01-15","Estoque"
"822","Livro de Ficção","1684.35","3","8","3","2020-11-04","Vendido"
"823","Camisa","1762.44","4","1","4","2022-10-12","Vendido"
"824","Chocolate","664.41","1","8","5","2023-08-30","Vendido"
"825","Camisa","286.46","2","10","7","2021-01-03","Vendido"
"826","Bola de Futebol","400.84","1","2","3","2022-01-06","Estoque"
"827","Chocolate","159.92","1","10","4","2021-08-14","Vendido"
"828","Chocolate","1923.27","2","1","2","2021-11-13","Vendido"
"829","Livro de Ficção","1765.71","1","1","3","2022-04-15","Vendido"
"830","Chocolate","474.42","2","1","9","2023-04-11","Estoque"
"831","Camisa","800.71","4","10","8","2021-09-22","Estoque"
"832","Bola de Futebol","402.67","5","2","6","2023-07-02","Estoque"
"833","Camisa","1759.09","4","3","4","2021-09-05","Vendido"
"834","Camisa","1686.48","4","1","1","2022-09-24","Estoque"
"835","Chocolate","1921.73","2","1","10","2023-07-20","Vendido"
"836","Chocolate","525.65","2","1","5","2022-01-25","Estoque"
"837","Livro de Ficção","680.6","1","1","2","2022-04-03","Vendido"
"838","Camisa","62.31","5","3","9","2021-01-08","Vendido"
"839","Celular","309.29","2","7","2","2022-01-13","Vendido"
"840","Bola de Futebol","680.19","3","2","5","2021-10-22","Estoque"
"841","Bola de Futebol","1364.87","1","1","10","2020-11-22","Estoque"
"842","Bola de Futebol","349.19","4","4","1","2021-12-15","Vendido"
"843","Bola de Futebol","1897.39","1","2","1","2021-12-07","Estoque"
"844","Camisa","1849.13","5","7","3","2022-04-28","Estoque"
"845","Livro de Ficção","1449.89","4","2","4","2023-08-06","Estoque"
"846","Livro de Ficção","814.09","1","1","2","2020-02-04","Vendido"
"847","Camisa","1422.46","5","2","7","2021-01-14","Estoque"
"848","Bola de Futebol","1636.77","5","7","2","2022-06-08","Vendido"
"849","Celular","1152.43","5","4","5","2020-01-18","Estoque"
"850","Chocolate","1648.77","1","9","7","2020-11-28","Estoque"
"851","Celular","1504.94","2","3","7","2021-11-02","Estoque"
"852","Celular","626.83","1","1","10","2021-12-25","Vendido"
"853","Chocolate","1148.84","1","9","5","2021-02-28","Vendido"
"854","Bola de Futebol","1141.5","5","8","9","2021-01-10","Vendido"
"855","Celular","752.66","4","1","10","2021-01-15","Vendido"
"856","Chocolate","341.27","5","6","2","2023-09-21","Vendido"
"857","Livro de Ficção","1176.26","1","1","4","2020-01-17","Vendido"
"858","Celular","169.86","2","2","2","2021-04-01","Vendido"
"859","Camisa","1756.81","2","6","2","2021-05-09","Vendido"
"860","Celular","867.14","1","1","4","2020-01-12","Vendido"
"861","Celular","1917.98","3","1","2","2022-11-05","Vendido"
"862","Camisa","275.57","1","1","3","2021-11-26","Vendido"
"863","Chocolate","340.08","2","9","1","2023-09-02","Vendido"
"864","Chocolate","1213.68","1","2","5","2023-10-13","Vendido"
"865","Celular","534.56","5","2","4","2023-01-03","Vendido"
"866","Celular","1544.66","3","2","1","2022-03-13","Vendido"
"867","Bola de Futebol","1059.61","1","1","9","2023-05-21","Vendido"
"868","Bola de Futebol","911.16","1","2","2","2022-09-07","Estoque"
"869","Livro de Ficção","348.58","1","1","5","2021-11-08","Vendido"
"870","Celular","1655.18","2","9","8","2020-02-19","Vendido"
"871","Camisa","395.51","4","1","8","2022-11-16","Vendido"
"872","Celular","1983.37","1","3","2","2023-03-21","Vendido"
"873","Celular","1062.89","5","2","3","2021-11-14","Vendido"
"874","Celular","1496.2","4","2","8","2020-04-12","Vendido"
"875","Camisa","219.51","2","7","3","2022-12-31","Vendido"
"876","Celular","727.22","3","4","2","2022-06-19","Vendido"
"877","Chocolate","732.62","2","9","5","2023-06-10","Vendido"
"878","Celular","544.85","4","1","1","2022-12-18","Vendido"
"879","Camisa","1479.98","2","1","10","2023-02-24","Estoque"
"880","Bola de Futebol","397.44","1","3","1","2023-02-22","Vendido"
"881","Livro de Ficção","957.72","3","6","1","2022-01-19","Estoque"
"882","Bola de Futebol","148.84","3","2","1","2020-01-22","Vendido"
"883","Bola de Futebol","1004.83","4","1","3","2022-09-04","Vendido"
"884","Livro de Ficção","1522.34","1","9","1","2021-12-05","Vendido"
"885","Celular","470.87","5","7","4","2020-12-09","Vendido"
"886","Livro de Ficção","1820.27","5","7","10","2023-09-28","Vendido"
"887","Celular","1953.75","1","2","4","2023-07-06","Vendido"
"888","Celular","1348.48","4","10","8","2022-03-31","Vendido"
"889","Celular","1449.39","2","1","10","2023-08-14","Vendido"
"890","Chocolate","1182.95","4","3","8","2022-05-17","Vendido"
"891","Livro de Ficção","561.47","1","10","7","2022-07-14","Vendido"
"892","Livro de Ficção","775.63","1","8","10","2022-06-24","Vendido"
"893","Camisa","1522.42","5","1","5","2021-12-16","Vendido"
"894","Chocolate","1791.43","5","5","2","2022-12-27","Vendido"
"895","Livro de Ficção","689.03","3","5","9","2023-04-17","Vendido"
"896","Celular","358.81","1","2","10","2021-05-06","Vendido"
"897","Chocolate","1946.97","1","6","10","2021-10-09","Vendido"
"898","Camisa","1647.23","4","2","1","2023-03-23","Vendido"
"899","Bola de Futebol","1222.23","1","10","2","2023-10-15","Estoque"
"900","Celular","1732.91","1","10","2","2022-11-12","Vendido"
"901","Celular","1877.53","1","1","5","2023-03-01","Vendido"
"902","Celular","767.94","4","10","8","2023-02-13","Vendido"
"903","Camisa","1939.78","1","2","1","2020-01-20","Vendido"
"904","Livro de Ficção","986.1","2","1","1","2022-09-25","Vendido"
"905","Camisa","1875.74","4","2","4","2023-03-21","Vendido"
"906","Celular","412.67","1","7","1","2021-05-12","Vendido"
"907","Camisa","150.32","2","5","9","2020-04-14","Vendido"
"908","Celular","1519.1","1","7","2","2021-11-06","Vendido"
"909","Bola de Futebol","1027.25","2","8","9","2022-06-26","Vendido"
"910","Camisa","1794.12","1","6","5","2021-01-01","Estoque"
"911","Livro de Ficção","928.4","5","1","10","2022-08-12","Vendido"
"912","Bola de Futebol","316.97","4","7","8","2021-09-03","Vendido"
"913","Camisa","990.31","2","2","6","2021-09-30","Vendido"
"914","Bola de Futebol","834.63","4","1","3","2023-06-03","Vendido"
"915","Bola de Futebol","42.31","1","10","2","2021-11-26","Estoque"
"916","Celular","1639.88","2","1","10","2020-12-09","Vendido"
"917","Livro de Ficção","111.01","3","8","6","2021-01-11","Vendido"
"918","Chocolate","620.14","1","2","3","2022-03-29","Estoque"
"919","Bola de Futebol","902.48","2","3","1","2020-03-31","Vendido"
"920","Livro de Ficção","986.54","4","6","4","2023-09-14","Vendido"
"921","Livro de Ficção","1729.78","1","2","2","2022-01-16","Estoque"
"922","Livro de Ficção","1617.14","4","5","1","2022-09-20","Vendido"
"923","Camisa","1027.34","2","2","8","2020-01-29","Vendido"
"924","Camisa","1796.67","2","8","10","2022-07-14","Vendido"
"925","Celular","357.75","1","3","2","2023-05-06","Vendido"
"926","Livro de Ficção","507.65","3","1","3","2023-03-01","Vendido"
"927","Camisa","313.51","4","4","10","2023-06-30","Estoque"
"928","Livro de Ficção","1629.99","3","1","5","2022-03-06","Vendido"
"929","Chocolate","398.96","2","9","4","2023-01-27","Estoque"
"930","Livro de Ficção","99.7","3","9","9","2023-08-21","Vendido"
"931","Camisa","1532.02","1","3","7","2022-02-18","Estoque"
"932","Chocolate","141.94","1","2","4","2020-04-22","Estoque"
"933","Camisa","1257.58","2","2","9","2023-07-25","Vendido"
"934","Chocolate","54.53","2","10","9","2023-09-14","Vendido"
"935","Chocolate","331.36","5","5","3","2022-05-21","Vendido"
"936","Livro de Ficção","580.8","2","4","3","2020-08-25","Vendido"
"937","Chocolate","1633.38","2","2","7","2021-03-11","Vendido"
"938","Livro de Ficção","625.79","5","10","8","2020-03-21","Vendido"
"939","Livro de Ficção","699.84","1","9","2","2022-11-18","Estoque"
"940","Camisa","717.44","1","1","3","2021-09-12","Vendido"
"941","Celular","1822.21","5","3","8","2023-04-05","Estoque"
"942","Celular","1146.86","3","3","3","2022-11-24","Vendido"
"943","Camisa","297.9","1","4","3","2022-09-22","Vendido"
"944","Camisa","123.25","2","1","2","2022-08-30","Vendido"
"945","Celular","1654.06","1","3","8","2020-11-22","Vendido"
"946","Chocolate","1928.89","2","1","4","2022-03-13","Vendido"
"947","Camisa","31.82","1","3","4","2023-03-23","Estoque"
"948","Bola de Futebol","244.91","1","10","6","2021-08-18","Estoque"
"949","Livro de Ficção","1337.08","2","10","2","2021-11-01","Vendido"
"950","Bola de Futebol","451.78","3","2","9","2021-10-03","Vendido"
"951","Bola de Futebol","462.33","1","3","3","2023-01-29","Estoque"
"952","Chocolate","333.67","2","10","7","2020-05-21","Vendido"
"953","Livro de Ficção","1499.37","1","8","5","2021-11-28","Vendido"
"954","Celular","1280.86","2","1","6","2023-03-27","Vendido"
"955","Livro de Ficção","744.5","1","1","2","2022-05-27","Vendido"
"956","Bola de Futebol","1573.91","2","1","8","2022-05-10","Vendido"
"957","Bola de Futebol","1105.25","1","1","4","2022-01-14","Vendido"
"958","Chocolate","1405","2","3","2","2021-12-02","Vendido"
"959","Bola de Futebol","1662.01","4","2","1","2023-02-07","Vendido"
"960","Bola de Futebol","876.94","4","1","1","2022-01-24","Vendido"
"961","Chocolate","1494.88","1","7","1","2023-07-08","Vendido"
"962","Celular","683.11","3","2","2","2021-02-07","Vendido"
"963","Bola de Futebol","1416","1","1","2","2021-12-03","Vendido"
"964","Chocolate","1469.72","1","1","2","2022-12-18","Vendido"
"965","Camisa","1975.29","1","1","1","2022-04-21","Vendido"
"966","Celular","1230.77","1","10","1","2021-12-04","Estoque"
"967","Camisa","1650.91","1","9","2","2020-02-24","Vendido"
"968","Livro de Ficção","1640.93","4","1","6","2020-11-10","Vendido"
"969","Celular","836.66","4","2","1","2021-12-02","Vendido"
"970","Celular","1100.94","4","6","2","2021-01-05","Estoque"
"971","Chocolate","172.49","3","1","6","2021-08-24","Vendido"
"972","Chocolate","664.52","5","7","6","2022-09-07","Vendido"
"973","Livro de Ficção","1105.1","2","3","1","2022-01-15","Vendido"
"974","Camisa","1484.95","1","2","2","2021-12-30","Vendido"
"975","Livro de Ficção","1032.93","2","9","4","2022-01-28","Vendido"
"976","Bola de Futebol","827.96","1","2","4","2021-01-27","Estoque"
"977","Celular","1898.76","1","1","7","2023-05-21","Vendido"
"978","Celular","1088.59","2","9","1","2023-07-29","Vendido"
"979","Bola de Futebol","222.92","4","3","2","2022-03-07","Estoque"
"980","Celular","1598.45","2","3","4","2020-11-24","Estoque"
"981","Chocolate","1518.38","4","10","9","2022-07-04","Estoque"
"982","Livro de Ficção","706.04","1","2","9","2020-12-04","Vendido"
"983","Celular","1233.19","2","2","1","2022-05-12","Estoque"
"984","Bola de Futebol","236.13","3","3","1","2021-11-10","Estoque"
"985","Bola de Futebol","126.05","2","5","6","2023-04-29","Estoque"
"986","Camisa","1970.57","5","9","1","2023-07-02","Estoque"
"987","Chocolate","726.33","2","3","3","2020-10-26","Vendido"
"988","Bola de Futebol","379.06","4","2","8","2022-12-17","Vendido"
"989","Bola de Futebol","1290.53","1","7","1","2021-05-02","Vendido"
"990","Celular","863.13","5","9","8","2021-03-01","Vendido"
"991","Chocolate","728.76","1","1","4","2022-11-02","Estoque"
"992","Chocolate","1946.98","1","1","2","2023-01-17","Vendido"
"993","Camisa","1825.93","3","8","1","2020-09-25","Estoque"
"994","Camisa","948.7","2","2","3","2020-05-30","Vendido"
"995","Bola de Futebol","312.35","1","8","10","2022-09-04","Vendido"
"996","Bola de Futebol","1449.25","1","8","2","2020-01-09","Vendido"
"997","Livro de Ficção","1337","1","3","6","2023-01-04","Vendido"
"998","Camisa","1694.46","1","8","2","2020-03-03","Estoque"
"999","Chocolate","858.92","1","2","10","2021-01-12","Vendido"
"1000","Celular","1885.08","2","3","6","2022-01-08","Vendido"
"1001","Bola de Futebol","951.36","4","8","3","2021-09-16","Vendido"
"1002","Livro de Ficção","1859.9","4","6","5","2022-11-23","Vendido"
"1003","Bola de Futebol","367.23","1","9","5","2021-01-18","Estoque"
"1004","Bola de Futebol","1029.83","1","10","10","2020-01-03","Estoque"
"1005","Livro de Ficção","920.73","2","1","9","2021-12-29","Vendido"
"1006","Camisa","999.8","4","2","4","2023-06-22","Vendido"
"1007","Chocolate","1975.55","5","8","3","2022-01-07","Vendido"
"1008","Chocolate","1423.89","3","2","1","2022-05-19","Vendido"
"1009","Chocolate","472.98","3","10","10","2020-06-24","Vendido"
"1010","Camisa","1307.87","3","2","6","2021-08-16","Vendido"
"1011","Celular","699.25","5","3","6","2021-09-02","Vendido"
"1012","Celular","24.8","5","10","5","2021-12-31","Vendido"
"1013","Bola de Futebol","1416.58","5","1","2","2022-03-31","Vendido"
"1014","Celular","1167.89","5","10","10","2022-01-25","Vendido"
"1015","Livro de Ficção","554.39","4","2","3","2022-01-03","Vendido"
"1016","Livro de Ficção","1068.26","4","2","4","2022-10-18","Vendido"
"1017","Bola de Futebol","957.55","1","3","4","2022-12-19","Vendido"
"1018","Livro de Ficção","857.56","5","2","1","2023-04-21","Estoque"
"1019","Bola de Futebol","128.54","1","2","4","2022-11-05","Vendido"
"1020","Livro de Ficção","1013.38","2","3","8","2022-11-14","Vendido"
"1021","Celular","1346.16","4","4","3","2022-01-19","Estoque"
"1022","Chocolate","1526.45","4","2","3","2020-12-05","Vendido"
"1023","Livro de Ficção","1347.57","2","3","3","2022-03-07","Vendido"
"1024","Livro de Ficção","1112.27","2","2","2","2022-11-27","Vendido"
"1025","Camisa","1772.12","2","1","2","2022-03-31","Vendido"
"1026","Bola de Futebol","1002.62","4","1","8","2021-09-04","Estoque"
"1027","Camisa","954.97","1","9","9","2021-01-09","Vendido"
"1028","Celular","395.99","4","6","4","2021-07-02","Vendido"
"1029","Chocolate","1909.77","1","5","10","2023-09-27","Vendido"
"1030","Chocolate","903.94","5","2","3","2022-05-01","Vendido"
"1031","Livro de Ficção","865.7","1","7","6","2021-12-04","Vendido"
"1032","Chocolate","71.29","3","8","4","2022-11-04","Vendido"
"1033","Celular","1925.98","4","4","7","2021-10-09","Vendido"
"1034","Chocolate","526.61","3","10","2","2022-12-09","Estoque"
"1035","Livro de Ficção","1985.12","5","6","9","2022-03-21","Vendido"
"1036","Livro de Ficção","82.5","5","1","2","2023-04-17","Vendido"
"1037","Bola de Futebol","847.69","1","1","5","2022-12-16","Vendido"
"1038","Bola de Futebol","1205.62","2","3","5","2021-03-02","Vendido"
"1039","Chocolate","1668.56","3","9","4","2023-10-29","Vendido"
"1040","Livro de Ficção","1518.27","2","10","10","2022-11-24","Vendido"
"1041","Celular","1246.85","1","9","3","2023-01-24","Vendido"
"1042","Celular","111.07","2","1","1","2023-03-02","Estoque"
"1043","Chocolate","712.33","1","1","1","2021-02-28","Vendido"
"1044","Celular","478.52","1","10","2","2022-11-28","Vendido"
"1045","Camisa","1778.9","3","1","1","2020-12-22","Vendido"
"1046","Bola de Futebol","85.43","2","10","8","2023-09-10","Estoque"
"1047","Livro de Ficção","809.2","2","5","10","2020-11-23","Vendido"
"1048","Livro de Ficção","285.85","1","5","2","2023-06-18","Estoque"
"1049","Bola de Futebol","469.41","2","6","6","2022-07-19","Vendido"
"1050","Celular","789.59","4","2","4","2021-02-25","Vendido"
"1051","Livro de Ficção","1403.94","3","2","2","2023-01-04","Vendido"
"1052","Chocolate","217.96","5","2","1","2022-11-03","Vendido"
"1053","Bola de Futebol","1635.2","1","3","7","2022-07-02","Vendido"
"1054","Bola de Futebol","148.3","2","9","1","2021-04-27","Vendido"
"1055","Camisa","1275.89","5","10","9","2022-12-08","Vendido"
"1056","Celular","864.55","2","1","1","2020-11-24","Vendido"
"1057","Celular","772.8","2","10","3","2022-11-02","Vendido"
"1058","Bola de Futebol","1548.81","1","4","2","2022-09-27","Vendido"
"1059","Camisa","845.65","5","1","1","2023-09-16","Vendido"
"1060","Camisa","928.06","4","2","6","2023-02-07","Vendido"
"1061","Camisa","987.92","1","5","4","2021-11-12","Vendido"
"1062","Bola de Futebol","1979.37","1","3","1","2023-03-30","Vendido"
"1063","Livro de Ficção","1098.38","3","6","9","2022-10-29","Vendido"
"1064","Bola de Futebol","1190.45","3","1","9","2022-04-28","Vendido"
"1065","Camisa","534.14","4","1","2","2022-11-25","Estoque"
"1066","Celular","1701.21","1","3","8","2021-09-18","Vendido"
"1067","Chocolate","1445.33","2","1","9","2022-10-01","Vendido"
"1068","Celular","1641.35","4","1","1","2021-11-14","Estoque"
"1069","Camisa","471.15","2","1","7","2022-09-05","Vendido"
"1070","Livro de Ficção","1583.25","1","6","4","2022-01-13","Vendido"
"1071","Livro de Ficção","740.64","2","1","2","2023-05-01","Vendido"
"1072","Celular","885.97","4","9","9","2020-05-30","Vendido"
"1073","Chocolate","321.42","2","1","3","2023-01-20","Vendido"
"1074","Celular","1745.99","2","3","6","2022-01-12","Vendido"
"1075","Chocolate","1800.8","1","2","6","2022-11-26","Vendido"
"1076","Livro de Ficção","949.46","2","5","7","2022-05-28","Estoque"
"1077","Livro de Ficção","1275.87","5","1","3","2023-06-04","Vendido"
"1078","Chocolate","993.73","1","2","4","2023-08-19","Estoque"
"1079","Camisa","212.38","1","7","2","2021-05-16","Vendido"
"1080","Chocolate","82.99","3","5","8","2021-10-25","Vendido"
"1081","Camisa","415.68","1","3","8","2023-01-06","Vendido"
"1082","Bola de Futebol","1192.5","5","7","3","2022-12-29","Estoque"
"1083","Bola de Futebol","1956.43","2","2","2","2023-05-18","Estoque"
"1084","Camisa","596.48","1","5","6","2020-02-01","Vendido"
"1085","Camisa","548.94","2","2","9","2020-10-29","Vendido"
"1086","Celular","1424.04","5","2","2","2023-04-11","Vendido"
"1087","Chocolate","687.48","4","5","7","2022-12-14","Vendido"
"1088","Celular","1568.1","2","5","1","2020-01-02","Vendido"
"1089","Livro de Ficção","1895","3","7","4","2021-11-07","Vendido"
"1090","Bola de Futebol","1803.11","1","3","9","2021-10-15","Vendido"
"1091","Bola de Futebol","877.19","2","1","7","2021-12-04","Vendido"
"1092","Camisa","304.11","2","4","2","2020-12-16","Vendido"
"1093","Livro de Ficção","1252.16","4","8","4","2021-12-14","Vendido"
"1094","Camisa","1330.02","5","6","5","2023-02-01","Estoque"
"1095","Bola de Futebol","646.62","1","1","3","2023-09-25","Vendido"
"1096","Camisa","1937.29","3","1","7","2021-06-26","Vendido"
"1097","Celular","846.19","2","8","2","2020-07-22","Vendido"
"1098","Chocolate","767.35","2","7","2","2021-09-30","Vendido"
"1099","Bola de Futebol","667.43","3","1","7","2021-10-23","Vendido"
"1100","Livro de Ficção","234.59","2","1","9","2020-11-14","Estoque"
"1101","Bola de Futebol","10.82","5","3","6","2022-01-07","Vendido"
"1102","Livro de Ficção","1483.45","1","7","3","2022-10-13","Estoque"
"1103","Livro de Ficção","284.25","2","3","2","2023-09-11","Estoque"
"1104","Chocolate","1858.64","2","1","3","2021-05-01","Vendido"
"1105","Celular","1465.38","1","9","3","2021-03-16","Vendido"
"1106","Camisa","1554.3","3","2","7","2020-05-25","Vendido"
"1107","Chocolate","213.39","4","5","3","2023-01-29","Vendido"
"1108","Livro de Ficção","1312.96","3","8","2","2023-08-16","Vendido"
"1109","Bola de Futebol","949.46","5","2","3","2021-07-24","Vendido"
"1110","Livro de Ficção","1154.76","2","1","2","2022-12-15","Vendido"
"1111","Chocolate","749.37","5","3","4","2023-10-04","Vendido"
"1112","Livro de Ficção","1551.68","5","9","3","2022-10-01","Vendido"
"1113","Chocolate","1383.25","4","7","5","2021-11-20","Vendido"
"1114","Chocolate","1962.4","2","10","6","2021-01-22","Estoque"
"1115","Bola de Futebol","1017.64","1","2","2","2020-09-17","Vendido"
"1116","Bola de Futebol","79.13","3","1","2","2021-05-03","Vendido"
"1117","Celular","262.77","1","10","1","2020-03-19","Vendido"
"1118","Camisa","1586.31","1","3","5","2021-05-31","Vendido"
"1119","Celular","1320.8","2","8","5","2023-03-10","Vendido"
"1120","Chocolate","574.19","5","2","9","2022-12-24","Vendido"
"1121","Camisa","1482.88","1","3","10","2020-02-05","Vendido"
"1122","Bola de Futebol","1017.74","2","8","5","2023-01-04","Vendido"
"1123","Bola de Futebol","189.79","3","6","3","2020-04-26","Vendido"
"1124","Camisa","1773.37","1","2","4","2022-07-19","Vendido"
"1125","Camisa","1806.1","4","4","4","2022-05-13","Vendido"
"1126","Bola de Futebol","107.39","2","5","1","2022-11-23","Vendido"
"1127","Camisa","1986.51","3","6","7","2022-07-16","Vendido"
"1128","Bola de Futebol","502.28","2","4","3","2023-08-16","Vendido"
"1129","Livro de Ficção","1929.62","5","3","3","2020-01-03","Vendido"
"1130","Celular","430.84","4","6","4","2022-11-09","Estoque"
"1131","Bola de Futebol","681.33","2","1","4","2021-05-09","Vendido"
"1132","Livro de Ficção","1947.8","5","1","2","2022-08-07","Vendido"
"1133","Livro de Ficção","926.63","1","8","8","2023-06-11","Vendido"
"1134","Chocolate","1123.6","1","10","7","2022-03-16","Vendido"
"1135","Chocolate","1246.71","1","10","1","2020-10-08","Vendido"
"1136","Camisa","284.03","1","2","9","2020-05-06","Vendido"
"1137","Camisa","115.04","1","1","2","2022-10-04","Vendido"
"1138","Camisa","1302.8","2","1","2","2022-11-17","Estoque"
"1139","Livro de Ficção","1602.4","2","10","1","2023-02-05","Vendido"
"1140","Celular","1490.23","1","2","3","2020-05-23","Vendido"
"1141","Celular","176.7","1","4","7","2023-01-14","Estoque"
"1142","Chocolate","625.96","1","2","9","2022-11-19","Vendido"
"1143","Bola de Futebol","94.99","3","2","3","2022-03-18","Vendido"
"1144","Chocolate","1651.21","2","3","7","2021-08-21","Vendido"
"1145","Chocolate","251.42","2","6","10","2021-06-02","Vendido"
"1146","Livro de Ficção","766.16","2","2","7","2022-11-29","Vendido"
"1147","Camisa","1267.27","1","5","3","2022-09-15","Vendido"
"1148","Camisa","1930.18","1","7","2","2021-07-24","Vendido"
"1149","Celular","831.44","2","10","1","2022-05-08","Vendido"
"1150","Chocolate","1699.68","1","9","2","2022-08-15","Vendido"
"1151","Bola de Futebol","1802.98","2","7","4","2022-12-26","Vendido"
"1152","Chocolate","1464.79","4","2","4","2020-10-17","Vendido"
"1153","Camisa","1622.04","1","1","6","2023-10-04","Estoque"
"1154","Camisa","223.78","5","3","1","2021-01-12","Vendido"
"1155","Camisa","494.61","3","7","2","2022-05-21","Vendido"
"1156","Livro de Ficção","1239.1","5","1","2","2021-10-19","Vendido"
"1157","Livro de Ficção","1621.44","5","7","2","2022-11-21","Vendido"
"1158","Bola de Futebol","1983.26","5","3","8","2022-11-26","Estoque"
"1159","Celular","74.86","5","1","10","2020-06-21","Vendido"
"1160","Livro de Ficção","1561.84","2","9","1","2021-06-25","Vendido"
"1161","Livro de Ficção","1770.85","2","7","4","2020-05-08","Vendido"
"1162","Celular","1761.83","2","8","8","2021-06-24","Vendido"
"1163","Chocolate","1708.26","2","6","1","2021-03-10","Vendido"
"1164","Camisa","279.39","4","1","8","2022-11-27","Vendido"
"1165","Chocolate","101.48","1","4","3","2022-01-01","Estoque"
"1166","Celular","512.1","5","1","7","2021-06-21","Vendido"
"1167","Celular","384","2","3","7","2022-11-03","Estoque"
"1168","Bola de Futebol","44.58","3","8","10","2022-11-16","Estoque"
"1169","Celular","500.56","5","3","10","2021-01-03","Estoque"
"1170","Camisa","880.6","3","10","2","2021-02-06","Estoque"
"1171","Camisa","310.86","3","3","3","2020-05-23","Vendido"
"1172","Livro de Ficção","1588.03","4","8","9","2023-09-18","Vendido"
"1173","Camisa","1155.67","2","8","3","2022-01-01","Vendido"
"1174","Livro de Ficção","1444.62","1","1","3","2021-07-24","Vendido"
"1175","Bola de Futebol","1698.67","4","8","1","2021-01-23","Vendido"
"1176","Chocolate","766.29","2","2","3","2021-11-25","Vendido"
"1177","Livro de Ficção","1058.04","1","4","7","2023-01-31","Vendido"
"1178","Livro de Ficção","176.31","2","4","2","2023-10-15","Vendido"
"1179","Livro de Ficção","1902.82","2","3","8","2023-10-28","Vendido"
"1180","Celular","815.76","3","8","7","2021-07-29","Vendido"
"1181","Camisa","138.79","2","1","10","2022-12-15","Vendido"
"1182","Celular","418.89","5","10","3","2022-01-13","Estoque"
"1183","Bola de Futebol","1442.4","2","2","3","2020-06-24","Estoque"
"1184","Livro de Ficção","1924.17","2","8","8","2020-10-22","Vendido"
"1185","Camisa","1096.08","2","5","4","2022-01-28","Vendido"
"1186","Bola de Futebol","110.98","5","9","2","2022-10-08","Vendido"
"1187","Chocolate","1869.3","3","6","2","2020-12-21","Vendido"
"1188","Chocolate","1098.21","1","1","4","2022-03-27","Vendido"
"1189","Chocolate","952.71","2","2","2","2021-05-03","Vendido"
"1190","Chocolate","1379.7","1","6","3","2021-11-07","Vendido"
"1191","Chocolate","1647.05","1","6","2","2022-01-05","Vendido"
"1192","Bola de Futebol","251.97","3","5","2","2022-06-01","Vendido"
"1193","Camisa","735.14","3","6","3","2020-10-18","Vendido"
"1194","Livro de Ficção","424.04","1","1","6","2022-12-04","Vendido"
"1195","Bola de Futebol","1518.75","5","3","6","2021-11-21","Estoque"
"1196","Livro de Ficção","118.57","5","2","3","2023-01-23","Vendido"
"1197","Camisa","758.79","2","10","7","2020-09-07","Vendido"
"1198","Chocolate","556.19","4","1","1","2023-06-28","Estoque"
"1199","Bola de Futebol","838.35","1","1","2","2021-07-03","Vendido"
"1200","Bola de Futebol","746.04","5","8","8","2022-11-17","Vendido"
"1201","Bola de Futebol","1935.31","1","3","9","2022-11-14","Estoque"
"1202","Livro de Ficção","1920.31","1","7","1","2020-12-05","Vendido"
"1203","Celular","752.67","4","2","3","2022-08-31","Vendido"
"1204","Livro de Ficção","1173.61","2","4","2","2023-01-12","Vendido"
"1205","Livro de Ficção","861.11","2","2","9","2021-10-29","Vendido"
"1206","Chocolate","1889.54","1","9","10","2021-10-12","Estoque"
"1207","Livro de Ficção","685.27","4","1","4","2020-01-21","Vendido"
"1208","Livro de Ficção","942.23","1","2","9","2020-12-06","Estoque"
"1209","Celular","492.21","3","1","10","2020-08-26","Estoque"
"1210","Chocolate","571.62","2","4","3","2020-12-24","Estoque"
"1211","Celular","891.97","1","5","10","2020-11-20","Vendido"
"1212","Livro de Ficção","831.07","2","10","1","2021-05-30","Vendido"
"1213","Livro de Ficção","1416.63","3","4","3","2023-08-15","Vendido"
