"venda_id","produto_id"
"4748","2429"
"4748","2080"
"4749","6992"
"4749","5711"
"4749","2026"
"4749","750"
"4750","9878"
"4751","2143"
"4751","2574"
"4751","2692"
"4751","2067"
"4752","1807"
"4752","4991"
"4753","1711"
"4753","392"
"4753","3691"
"4754","3798"
"4754","5726"
"4755","8971"
"4755","2831"
"4755","3432"
"4756","6879"
"4757","661"
"4757","8033"
"4757","7919"
"4757","5457"
"4758","5858"
"4758","1609"
"4758","3868"
"4758","8311"
"4759","5531"
"4760","3521"
"4760","4483"
"4760","8617"
"4761","3906"
"4761","9700"
"4761","2760"
"4762","6344"
"4763","1475"
"4763","9968"
"4763","7416"
"4763","2714"
"4764","9253"
"4765","5027"
"4766","8056"
"4766","321"
"4766","3868"
"4767","2694"
"4768","531"
"4768","5407"
"4768","7080"
"4768","2940"
"4769","4271"
"4770","6409"
"4770","9603"
"4771","7728"
"4771","2812"
"4771","179"
"4772","7095"
"4772","6824"
"4772","522"
"4772","6275"
"4772","5372"
"4773","5454"
"4773","3876"
"4773","5086"
"4773","729"
"4773","788"
"4774","3896"
"4774","3357"
"4775","6709"
"4776","4731"
"4777","1056"
"4777","6937"
"4777","1162"
"4777","9445"
"4778","6697"
"4778","438"
"4778","3472"
"4778","8515"
"4778","6284"
"4779","5842"
"4779","9977"
"4780","8145"
"4780","5271"
"4780","7268"
"4780","322"
"4780","3910"
"4781","5592"
"4781","6316"
"4782","7422"
"4782","9934"
"4782","503"
"4782","7097"
"4783","5774"
"4783","2081"
"4783","8602"
"4783","147"
"4784","7959"
"4784","7304"
"4785","7159"
"4785","4246"
"4785","8677"
"4786","399"
"4786","8458"
"4786","824"
"4786","8786"
"4787","5372"
"4787","7746"
"4787","9982"
"4787","4796"
"4787","8171"
"4788","754"
"4788","7803"
"4788","9072"
"4788","8807"
"4789","4531"
"4789","4930"
"4789","2671"
"4789","162"
"4789","31"
"4790","6896"
"4790","9689"
"4790","727"
"4790","8522"
"4790","735"
"4791","8069"
"4791","6613"
"4791","6266"
"4792","5616"
"4792","6140"
"4792","1125"
"4792","4509"
"4793","6525"
"4793","6898"
"4794","9397"
"4794","6583"
"4795","3219"
"4796","8803"
"4797","1562"
"4797","5158"
"4797","1881"
"4797","9991"
"4798","9985"
"4798","3402"
"4798","409"
"4798","6860"
"4798","5606"
"4799","799"
"4799","872"
"4799","476"
"4799","5832"
"4800","8467"
"4801","1423"
"4801","9620"
"4802","8021"
"4802","9914"
"4802","9940"
"4803","8663"
"4803","5469"
"4803","7732"
"4803","1265"
"4803","4849"
"4804","557"
"4804","950"
"4805","9303"
"4805","3885"
"4805","8887"
"4806","8748"
"4807","5111"
"4807","8079"
"4807","169"
"4807","6753"
"4808","4350"
"4808","178"
"4808","2806"
"4808","3260"
"4809","7919"
"4809","7818"
"4809","6580"
"4809","2364"
"4810","669"
"4810","9435"
"4810","1180"
"4810","3932"
"4811","3590"
"4811","9249"
"4812","6482"
"4812","712"
"4813","7730"
"4813","2155"
"4813","9240"
"4813","6723"
"4814","2128"
"4814","6549"
"4814","9293"
"4814","9342"
"4815","5922"
"4815","7567"
"4815","5907"
"4816","3052"
"4816","3388"
"4816","7483"
"4816","3831"
"4817","6688"
"4817","4117"
"4817","8840"
"4817","8088"
"4818","6777"
"4818","2829"
"4819","7025"
"4820","9214"
"4821","342"
"4821","2029"
"4822","9008"
"4822","9143"
"4822","9461"
"4822","5654"
"4822","2062"
"4823","5522"
"4823","2272"
"4823","7952"
"4824","886"
"4825","7606"
"4825","7439"
"4825","2874"
"4826","2470"
"4826","1261"
"4827","2468"
"4827","3486"
"4828","6298"
"4828","6240"
"4829","7345"
"4829","3181"
"4830","8620"
"4830","5657"
"4830","7919"
"4830","848"
"4831","4646"
"4832","9914"
"4832","4113"
"4833","4514"
"4833","6120"
"4833","7841"
"4834","2195"
"4834","8213"
"4834","9970"
"4834","9263"
"4834","40"
"4835","1746"
"4835","3252"
"4835","1197"
"4836","7727"
"4837","7855"
"4837","1593"
"4837","3877"
"4837","6747"
"4837","7472"
"4838","9143"
"4838","582"
"4839","6967"
"4839","2995"
"4839","8104"
"4840","301"
"4841","9029"
"4842","1425"
"4842","8049"
"4842","4282"
"4843","9886"
"4843","385"
"4843","3594"
"4844","9436"
"4844","9747"
"4844","904"
"4845","9484"
"4846","4355"
"4846","8995"
"4846","8062"
"4846","2643"
"4846","399"
"4847","3700"
"4847","7665"
"4848","2495"
"4848","12"
"4849","9535"
"4850","1518"
"4850","725"
"4850","6937"
"4850","4628"
"4851","8026"
"4851","2090"
"4851","5682"
"4852","206"
"4853","4948"
"4853","3621"
"4853","9977"
"4853","1205"
"4853","5001"
"4854","677"
"4854","5661"
"4854","3763"
"4854","3928"
"4855","8589"
"4855","9899"
"4856","3642"
"4856","8293"
"4856","7522"
"4856","5216"
"4857","3824"
"4857","3043"
"4858","3824"
"4858","1969"
"4859","5782"
"4859","6446"
"4859","1958"
"4860","2607"
"4860","107"
"4861","7277"
"4861","2267"
"4861","9363"
"4861","6172"
"4861","8062"
"4862","2514"
"4862","7324"
"4863","3968"
"4863","4441"
"4864","7179"
"4864","6052"
"4864","5264"
"4864","7588"
"4865","5528"
"4865","1235"
"4865","8878"
"4865","823"
"4865","7260"
"4866","5127"
"4866","2281"
"4866","990"
"4867","9840"
"4868","4396"
"4868","61"
"4868","4585"
"4869","2711"
"4869","7979"
"4869","6109"
"4869","5765"
"4869","7273"
"4870","8777"
"4870","1585"
"4870","3827"
"4870","6700"
"4870","2712"
"4871","5082"
"4871","2837"
"4871","6557"
"4871","9055"
"4871","2836"
"4872","6143"
"4872","8813"
"4872","802"
"4872","5216"
"4873","1669"
"4873","7525"
"4873","1662"
"4873","8225"
"4874","3586"
"4874","7110"
"4875","7629"
"4875","2255"
"4875","6517"
"4875","668"
"4875","1925"
"4876","639"
"4876","6658"
"4876","451"
"4877","4910"
"4878","7000"
"4878","6795"
"4878","8645"
"4879","4969"
"4879","5806"
"4879","8240"
"4880","1835"
"4880","6837"
"4880","4416"
"4881","9855"
"4881","7470"
"4882","9955"
"4882","3863"
"4882","2794"
"4882","4460"
"4882","6450"
"4883","1060"
"4883","5564"
"4883","1283"
"4883","1953"
"4884","19"
"4884","4848"
"4885","7818"
"4886","2530"
"4886","1064"
"4886","944"
"4886","9497"
"4887","7261"
"4887","6585"
"4887","6666"
"4887","1181"
"4887","3675"
"4888","1732"
"4888","74"
"4888","2639"
"4888","157"
"4888","2999"
"4889","9585"
"4889","9487"
"4890","6002"
"4890","7284"
"4890","9757"
"4891","2816"
"4892","6521"
"4892","401"
"4893","1565"
"4894","9942"
"4895","9274"
"4895","1892"
"4895","4046"
"4896","9588"
"4896","7940"
"4896","288"
"4896","1179"
"4896","4601"
"4897","7247"
"4898","3469"
"4899","7263"
"4899","4807"
"4899","3621"
"4899","8265"
"4899","9063"
"4900","1526"
"4900","1771"
"4901","9925"
"4901","6488"
"4901","7796"
"4902","9773"
"4902","8171"
"4903","5193"
"4903","890"
"4903","1077"
"4903","6973"
"4904","1676"
"4904","8570"
"4904","2019"
"4904","4632"
"4904","3427"
"4905","1715"
"4906","6513"
"4906","6161"
"4907","4583"
"4907","2296"
"4908","8694"
"4908","1409"
"4908","6137"
"4909","5882"
"4909","6338"
"4910","8283"
"4911","25"
"4911","6839"
"4912","8101"
"4913","8894"
"4914","6973"
"4914","135"
"4914","5267"
"4915","4644"
"4916","4584"
"4917","9269"
"4917","5089"
"4918","9886"
"4918","2390"
"4918","6933"
"4918","6084"
"4918","4263"
"4919","6063"
"4919","6515"
"4919","3583"
"4919","5346"
"4919","7180"
"4920","7081"
"4920","5847"
"4920","7559"
"4920","5059"
"4920","3560"
"4921","2612"
"4922","865"
"4923","2125"
"4923","3137"
"4924","3238"
"4924","8764"
"4924","2802"
"4925","713"
"4925","1025"
"4925","5538"
"4925","6465"
"4926","9253"
"4926","9157"
"4926","938"
"4926","4353"
"4927","2026"
"4928","1001"
"4929","5832"
"4929","5068"
"4929","8516"
"4929","8442"
"4930","510"
"4931","2718"
"4931","1903"
"4932","4016"
"4932","2322"
"4933","726"
"4933","4517"
"4934","5204"
"4935","7275"
"4935","5054"
"4935","5762"
"4935","4685"
"4935","9141"
"4936","6174"
"4936","9909"
"4937","7439"
"4937","8321"
"4937","5004"
"4937","4039"
"4938","1880"
"4938","9985"
"4939","486"
"4940","3056"
"4940","7965"
"4940","8248"
"4940","3821"
"4941","5966"
"4941","234"
"4941","4908"
"4941","8573"
"4941","4448"
"4942","7218"
"4943","2147"
"4943","8453"
"4943","3281"
"4943","4309"
"4944","2443"
"4944","7865"
"4944","6318"
"4944","4706"
"4944","5204"
"4945","4252"
"4945","9937"
"4945","6959"
"4945","2908"
"4945","3930"
"4946","1765"
"4946","3471"
"4946","9603"
"4947","2086"
"4948","8750"
"4948","6035"
"4948","6279"
"4948","7567"
"4949","2372"
"4950","2135"
"4951","9176"
"4951","1967"
"4951","613"
"4952","8198"
"4952","5219"
"4952","4969"
"4952","9589"
"4953","3006"
"4953","4077"
"4953","1250"
"4953","917"
"4954","5499"
"4954","7448"
"4954","2344"
"4954","2940"
"4955","7857"
"4955","2750"
"4955","7193"
"4955","5590"
"4955","6951"
"4956","3945"
"4957","4973"
"4957","9044"
"4958","7794"
"4958","401"
"4959","7987"
"4959","4379"
"4959","3599"
"4959","755"
"4960","4954"
"4961","2451"
"4962","824"
"4963","7365"
"4963","6848"
"4963","1813"
"4964","2096"
"4965","9711"
"4965","8984"
"4965","4903"
"4965","7028"
"4966","7665"
"4967","2334"
"4968","3442"
"4968","6397"
"4969","9777"
"4969","7277"
"4969","8445"
"4969","7108"
"4970","6464"
"4970","9847"
"4970","8345"
"4971","8544"
"4972","9837"
"4972","2993"
"4973","5106"
"4973","3772"
"4973","607"
"4973","4382"
"4974","9998"
"4974","5601"
"4974","9940"
"4975","3762"
"4975","8678"
"4976","9280"
"4976","3402"
"4977","3403"
"4977","4282"
"4978","7739"
"4978","9092"
"4978","6625"
"4978","5877"
"4979","4977"
"4980","4225"
"4980","5028"
"4980","5316"
"4980","2407"
"4981","9950"
"4981","4366"
"4981","416"
"4982","4398"
"4982","4458"
"4982","8392"
"4983","7656"
"4983","2644"
"4983","1734"
"4983","2882"
"4984","147"
"4984","749"
"4985","6087"
"4985","9777"
"4986","2482"
"4986","9653"
"4986","7502"
"4987","5566"
"4987","2380"
"4987","1516"
"4987","4536"
"4988","4078"
"4989","3528"
"4990","5870"
"4990","4619"
"4991","7614"
"4992","2668"
"4992","6647"
"4993","2374"
"4993","893"
"4993","8932"
"4994","1011"
"4994","1790"
"4995","1148"
"4995","5287"
"4995","1722"
"4996","780"
"4996","6891"
"4996","7161"
"4997","1540"
"4997","3337"
"4997","7355"
"4997","2559"
"4998","5643"
"4998","6422"
"4998","4291"
"4998","2580"
"4999","3928"
"4999","1194"
"4999","2011"
"4999","7034"
"5000","7726"
"5000","6473"
"5001","3713"
"5001","7917"
"5001","1033"
"5001","135"
"5002","1876"
"5002","7459"
"5003","5938"
"5004","526"
"5004","2676"
"5004","1799"
"5005","4524"
"5005","3398"
"5005","3621"
"5005","8382"
"5005","8056"
"5006","7495"
"5006","575"
"5006","629"
"5006","7262"
"5007","6031"
"5007","1630"
"5007","3381"
"5007","5117"
"5007","7217"
"5008","8374"
"5008","7025"
"5008","2022"
"5008","106"
"5008","8512"
"5009","7436"
"5009","5256"
"5009","9335"
"5009","3775"
"5010","752"
"5011","2804"
"5011","3356"
"5011","3242"
"5011","6276"
"5012","4091"
"5012","250"
"5013","1118"
"5013","7769"
"5013","6021"
"5013","646"
"5014","4592"
"5014","1832"
"5014","8857"
"5014","2650"
"5014","8550"
"5015","1321"
"5015","1892"
"5015","7822"
"5016","9326"
"5016","391"
"5016","1851"
"5017","5487"
"5017","6433"
"5017","4460"
"5018","2947"
"5018","1363"
"5018","65"
"5018","4356"
"5019","1955"
"5019","402"
"5020","2139"
"5020","7998"
"5020","812"
"5020","2603"
"5021","6674"
"5021","4288"
"5021","8738"
"5021","4099"
"5022","6081"
"5022","7195"
"5023","3046"
"5023","4869"
"5023","8650"
"5023","5183"
"5024","7622"
"5024","698"
"5024","2028"
"5024","1883"
"5025","1070"
"5025","6800"
"5025","3077"
"5026","3369"
"5026","718"
"5027","2610"
"5027","8978"
"5027","503"
"5028","6574"
"5028","1702"
"5028","2471"
"5028","3557"
"5028","7495"
"5029","1762"
"5029","2247"
"5029","1196"
"5029","221"
"5030","5679"
"5030","9120"
"5030","9405"
"5030","3538"
"5031","2936"
"5031","6187"
"5031","4046"
"5032","7091"
"5032","5808"
"5032","6186"
"5033","7858"
"5033","6141"
"5033","4335"
"5033","531"
"5033","8611"
"5034","4297"
"5034","2146"
"5035","8452"
"5035","3342"
"5036","12"
"5036","571"
"5037","6596"
"5037","1898"
"5037","1875"
"5037","3376"
"5037","714"
"5038","5605"
"5039","3555"
"5040","7550"
"5040","300"
"5041","2918"
"5041","6969"
"5041","1392"
"5041","6128"
"5041","2077"
"5042","41"
"5042","1185"
"5043","1947"
"5044","6596"
"5044","2466"
"5045","926"
"5045","2548"
"5045","5456"
"5046","1897"
"5046","3754"
"5046","555"
"5046","973"
"5046","3464"
"5047","4295"
"5048","1272"
"5048","8894"
"5048","3446"
"5048","8951"
"5048","5365"
"5049","442"
"5050","2619"
"5050","2282"
"5050","1595"
"5051","4074"
"5051","8267"
"5051","4924"
"5052","9107"
"5053","5024"
"5054","6984"
"5054","8703"
"5054","4370"
"5054","6980"
"5054","4178"
"5055","8201"
"5056","5782"
"5056","5409"
"5056","812"
"5056","1702"
"5056","3978"
"5057","7845"
"5058","3524"
"5058","8506"
"5058","5657"
"5058","9433"
"5058","9323"
"5059","1731"
"5059","7831"
"5059","3214"
"5059","9149"
"5060","3919"
"5060","1564"
"5060","4591"
"5061","9054"
"5061","2197"
"5061","8235"
"5061","4210"
"5061","4945"
"5062","7386"
"5062","5246"
"5062","1097"
"5063","631"
"5063","4840"
"5064","4338"
"5064","7334"
"5065","1873"
"5065","3394"
"5066","7123"
"5066","5277"
"5066","3051"
"5067","100"
"5067","2961"
"5068","7217"
"5069","4681"
"5069","4860"
"5069","6351"
"5069","9831"
"5070","5596"
"5071","8952"
"5071","6678"
"5071","179"
"5071","8123"
"5072","3817"
"5072","9464"
"5072","4911"
"5072","9200"
"5072","4939"
"5073","5169"
"5073","3001"
"5073","9256"
"5074","3521"
"5074","2655"
"5074","5457"
"5075","3677"
"5075","5352"
"5075","5589"
"5075","6147"
"5075","7824"
"5076","5507"
"5076","9862"
"5076","4528"
"5076","7093"
"5077","9750"
"5077","367"
"5077","6746"
"5077","7059"
"5077","9343"
"5078","4259"
"5078","3330"
"5078","7120"
"5078","7031"
"5078","1806"
"5079","9904"
"5079","8025"
"5079","3210"
"5079","3926"
"5079","1530"
"5080","6225"
"5080","6416"
"5080","6901"
"5081","8949"
"5081","1142"
"5082","3634"
"5082","6202"
"5083","6778"
"5083","4671"
"5083","8547"
"5083","8797"
"5084","5491"
"5085","8101"
"5086","7427"
"5086","4131"
"5086","846"
"5086","631"
"5086","1685"
"5087","3593"
"5087","5492"
"5088","3663"
"5088","2344"
"5088","7631"
"5088","1324"
"5089","378"
"5090","3102"
"5091","5336"
"5092","5955"
"5092","9271"
"5092","1674"
"5092","974"
"5093","4992"
"5093","8156"
"5093","126"
"5093","6300"
"5093","1408"
"5094","2696"
"5094","7334"
"5094","6909"
"5094","7398"
"5094","1515"
"5095","9328"
"5095","5067"
"5095","9087"
"5096","39"
"5096","1682"
"5097","7267"
"5097","419"
"5097","633"
"5097","6779"
"5097","4342"
"5098","2806"
"5099","7375"
"5099","2432"
"5100","7692"
"5100","3200"
"5101","175"
"5101","6770"
"5101","7495"
"5102","6161"
"5102","9388"
"5103","6867"
"5104","318"
"5104","5753"
"5104","5996"
"5104","6715"
"5104","800"
"5105","975"
"5105","6169"
"5105","9881"
"5105","6877"
"5106","8176"
"5107","4150"
"5107","7468"
"5107","7316"
"5108","9297"
"5109","8824"
"5109","9326"
"5110","3083"
"5111","1650"
"5111","6616"
"5112","4930"
"5112","1891"
"5112","7072"
"5112","3402"
"5113","3080"
"5113","5683"
"5113","7700"
"5114","5606"
"5114","9052"
"5115","5043"
"5115","4039"
"5115","2316"
"5116","2316"
"5117","9271"
"5118","364"
"5119","4617"
"5119","2005"
"5119","7385"
"5120","9998"
"5120","4059"
"5120","2280"
"5121","6356"
"5122","9956"
"5123","8026"
"5123","2613"
"5123","3654"
"5124","1411"
"5124","3323"
"5125","2810"
"5125","2350"
"5125","577"
"5125","5192"
"5125","4225"
"5126","2808"
"5126","2199"
"5126","94"
"5126","6002"
"5127","9668"
"5127","1549"
"5127","2646"
"5127","2426"
"5128","6855"
"5128","9588"
"5129","2379"
"5129","2149"
"5129","7987"
"5129","1648"
"5129","9611"
"5130","3192"
"5131","8938"
"5131","9541"
"5131","3494"
"5132","1610"
"5132","3401"
"5133","6618"
"5133","3286"
"5133","7841"
"5134","5465"
"5135","9150"
"5135","5182"
"5135","5964"
"5135","5391"
"5136","7325"
"5137","5556"
"5137","1856"
"5137","6950"
"5137","1220"
"5137","3971"
"5138","5446"
"5138","6114"
"5138","6885"
"5138","356"
"5139","8867"
"5140","9330"
"5140","7011"
"5140","7064"
"5141","8884"
"5141","6030"
"5141","8146"
"5141","9854"
"5142","8452"
"5142","6128"
"5142","5877"
"5143","6189"
"5143","5683"
"5143","822"
"5143","8898"
"5143","1664"
"5144","7780"
"5144","5562"
"5144","2253"
"5144","5837"
"5145","7270"
"5145","4181"
"5146","7761"
"5147","4789"
"5147","8213"
"5147","4390"
"5147","2669"
"5148","1976"
"5149","3853"
"5149","9487"
"5149","2246"
"5149","8796"
"5149","5986"
"5150","54"
"5150","710"
"5150","5476"
"5151","5341"
"5151","8248"
"5151","758"
"5151","6649"
"5151","4846"
"5152","9929"
"5152","9842"
"5152","5233"
"5153","381"
"5153","4185"
"5153","6178"
"5154","7506"
"5154","2052"
"5154","2711"
"5154","7428"
"5154","1737"
"5155","8057"
"5155","9905"
"5156","5111"
"5156","6529"
"5156","1126"
"5156","4517"
"5156","1040"
"5157","1367"
"5158","740"
"5159","5877"
"5159","3197"
"5160","4065"
"5160","5363"
"5160","6869"
"5161","248"
"5161","9381"
"5161","8536"
"5161","6315"
"5161","9852"
"5162","7090"
"5162","6680"
"5162","1419"
"5162","5013"
"5162","4178"
"5163","3109"
"5163","4234"
"5164","9924"
"5164","3108"
"5165","1717"
"5165","8411"
"5166","1010"
"5166","4106"
"5166","1985"
"5166","8186"
"5166","9195"
"5167","2729"
"5167","1069"
"5167","7327"
"5168","7477"
"5168","4677"
"5168","9430"
"5168","7407"
"5169","4034"
"5170","1426"
"5170","5388"
"5171","2548"
"5171","9044"
"5171","1269"
"5171","620"
"5171","9159"
"5172","866"
"5172","2727"
"5172","2233"
"5172","7885"
"5173","7996"
"5173","8670"
"5173","3116"
"5173","2050"
"5173","7966"
"5174","1095"
"5174","6967"
"5174","8229"
"5174","5203"
"5174","9122"
"5175","6989"
"5175","7485"
"5175","9421"
"5175","2496"
"5176","9340"
"5177","6260"
"5177","4513"
"5177","7395"
"5177","8394"
"5178","2238"
"5178","120"
"5179","8078"
"5179","4784"
"5180","490"
"5180","6075"
"5180","3330"
"5181","2875"
"5181","3933"
"5181","954"
"5181","4379"
"5182","8887"
"5183","547"
"5183","7568"
"5184","2708"
"5184","788"
"5185","3936"
"5185","4034"
"5185","2016"
"5186","4366"
"5187","9615"
"5187","8999"
"5187","6263"
"5187","2121"
"5187","7512"
"5188","6512"
"5188","9089"
"5188","2796"
"5188","1900"
"5189","7310"
"5189","4101"
"5189","7960"
"5189","7118"
"5189","1750"
"5190","38"
"5190","8946"
"5190","7805"
"5191","6869"
"5192","3733"
"5192","3839"
"5192","1432"
"5192","2764"
"5192","2898"
"5193","8853"
"5193","2415"
"5194","1091"
"5195","500"
"5195","2227"
"5195","4390"
"5195","8856"
"5195","7742"
"5196","2603"
"5196","5094"
"5196","7746"
"5196","3567"
"5196","5503"
"5197","5573"
"5197","7406"
"5197","5196"
"5197","5435"
"5197","2353"
"5198","2366"
"5198","9490"
"5198","524"
"5198","4146"
"5199","3348"
"5199","9372"
"5199","3878"
"5199","9037"
"5200","9968"
"5201","7835"
"5201","418"
"5201","3820"
"5201","9272"
"5201","4241"
"5202","1821"
"5202","4080"
"5202","1955"
"5202","7244"
"5203","9839"
"5203","2540"
"5203","9218"
"5204","6300"
"5204","8018"
"5204","9930"
"5205","6801"
"5205","1434"
"5205","7926"
"5206","9263"
"5206","7703"
"5206","1958"
"5206","9401"
"5206","369"
"5207","3608"
"5207","8722"
"5207","3770"
"5207","247"
"5208","8216"
"5208","5694"
"5208","5505"
"5208","8442"
"5208","9231"
"5209","758"
"5209","2229"
"5209","6452"
"5210","3013"
"5211","2947"
"5211","4030"
"5211","2497"
"5211","3252"
"5212","4067"
"5212","382"
"5213","3106"
"5214","7037"
"5214","5537"
"5215","8033"
"5215","7956"
"5215","5549"
"5215","5624"
"5215","8014"
"5216","7532"
"5216","8025"
"5216","6015"
"5216","1172"
"5217","9558"
"5218","3791"
"5218","1270"
"5218","5945"
"5218","9281"
"5219","9054"
"5219","8015"
"5219","740"
"5219","8803"
"5220","7381"
"5220","5060"
"5220","3298"
"5221","1081"
"5221","1825"
"5221","6589"
"5222","7330"
"5222","8569"
"5222","1081"
"5223","405"
"5224","7924"
"5224","1540"
"5224","1840"
"5225","38"
"5225","8104"
"5225","7338"
"5225","4904"
"5225","8678"
"5226","7222"
"5226","642"
"5226","6161"
"5226","4266"
"5226","447"
"5227","1378"
"5228","6662"
"5228","7838"
"5229","3342"
"5229","7200"
"5229","8953"
"5230","7526"
"5231","8664"
"5231","9833"
"5231","2672"
"5232","528"
"5233","4083"
"5233","5914"
"5233","6239"
"5233","1388"
"5233","8261"
"5234","8265"
"5234","1599"
"5234","4140"
"5234","749"
"5234","492"
"5235","4058"
"5235","9157"
"5235","5529"
"5236","5149"
"5236","5797"
"5236","7932"
"5236","1391"
"5236","7941"
"5237","8547"
"5237","308"
"5237","8265"
"5237","7462"
"5238","461"
"5238","3560"
"5238","7480"
"5239","5144"
"5239","15"
"5239","197"
"5240","6498"
"5240","1425"
"5240","763"
"5240","6872"
"5240","7900"
"5241","8342"
"5241","9140"
"5241","6539"
"5241","165"
"5242","5072"
"5242","9008"
"5242","3883"
"5242","5413"
"5242","6478"
"5243","2173"
"5243","4307"
"5244","9981"
"5244","1215"
"5244","7543"
"5245","2147"
"5245","7149"
"5245","3299"
"5246","3520"
"5246","1313"
"5246","174"
"5247","1533"
"5247","111"
"5247","4119"
"5247","6388"
"5248","9648"
"5248","303"
"5248","2350"
"5248","2965"
"5249","1723"
"5249","766"
"5249","6331"
"5249","9652"
"5250","2705"
"5251","3221"
"5251","9064"
"5252","552"
"5252","9194"
"5252","3093"
"5252","6627"
"5252","5896"
"5253","7581"
"5253","3236"
"5253","4778"
"5253","305"
"5254","4897"
"5254","8692"
"5254","3638"
"5255","5661"
"5255","9635"
"5255","4338"
"5255","8878"
"5255","9805"
"5256","5979"
"5256","7338"
"5256","8270"
"5257","9721"
"5257","353"
"5258","2763"
"5259","672"
"5259","8431"
"5259","180"
"5260","8235"
"5260","4214"
"5260","7681"
"5261","5281"
"5261","8283"
"5261","5655"
"5261","635"
"5261","3907"
"5262","8198"
"5263","1648"
"5263","2304"
"5264","5311"
"5264","9720"
"5264","2119"
"5264","4557"
"5264","7944"
"5265","7888"
"5265","2816"
"5265","5625"
"5266","2044"
"5267","289"
"5268","6184"
"5268","9371"
"5268","6962"
"5268","1657"
"5268","5268"
"5269","3888"
"5270","2497"
"5270","8727"
"5270","2765"
"5271","101"
"5271","7791"
"5271","3592"
"5271","4958"
"5272","4977"
"5272","3388"
"5272","8097"
"5273","8287"
"5273","7444"
"5274","4818"
"5274","8625"
"5274","8707"
"5274","1823"
"5274","3431"
"5275","3776"
"5275","6526"
"5275","5584"
"5276","3919"
"5276","5083"
"5277","5855"
"5277","3467"
"5278","9210"
"5278","1962"
"5278","6381"
"5278","137"
"5279","8636"
"5279","3506"
"5279","7635"
"5279","2487"
"5279","2448"
"5280","9515"
"5280","448"
"5281","6899"
"5281","3306"
"5281","8113"
"5282","1714"
"5282","2430"
"5282","9628"
"5283","8347"
"5283","1848"
"5283","5750"
"5283","9822"
"5284","3459"
"5284","5760"
"5284","5947"
"5284","5606"
"5285","7148"
"5285","2369"
"5286","4803"
"5286","1801"
"5287","3314"
"5287","2619"
"5287","4002"
"5287","8498"
"5287","7064"
"5288","2173"
"5288","8796"
"5289","7607"
"5290","1286"
"5291","9689"
"5291","8498"
"5291","6644"
"5292","3096"
"5292","3386"
"5292","3235"
"5292","575"
"5292","8118"
"5293","3227"
"5293","689"
"5293","5755"
"5294","9255"
"5294","7096"
"5294","9462"
"5294","6558"
"5295","6483"
"5295","9591"
"5295","6787"
"5295","8747"
"5296","3474"
"5296","8428"
"5296","8773"
"5296","3937"
"5296","764"
"5297","4638"
"5297","8805"
"5297","9791"
"5297","7152"
"5298","9075"
"5298","6214"
"5298","3945"
"5298","6662"
"5298","7469"
"5299","3818"
"5299","9513"
"5299","797"
"5299","4410"
"5300","4562"
"5301","5842"
"5301","5811"
"5301","4326"
"5302","8770"
"5302","7834"
"5302","9821"
"5302","8881"
"5303","9450"
"5303","3925"
"5303","22"
"5303","2280"
"5304","3713"
"5305","5978"
"5305","7779"
"5305","9217"
"5305","2817"
"5306","9972"
"5306","204"
"5306","3446"
"5306","159"
"5306","5496"
"5307","3756"
"5307","4999"
"5307","2759"
"5307","2096"
"5307","7213"
"5308","8897"
"5309","8894"
"5309","3909"
"5309","7703"
"5310","4706"
"5310","4509"
"5310","9600"
"5311","6140"
"5312","898"
"5312","396"
"5312","9225"
"5313","2661"
"5313","5799"
"5313","9049"
"5313","5963"
"5314","4687"
"5315","5727"
"5315","191"
"5315","2847"
"5315","7484"
"5316","2544"
"5317","1221"
"5318","1113"
"5318","8886"
"5319","566"
"5319","3603"
"5319","12"
"5320","5504"
"5320","3342"
"5320","4867"
"5320","7527"
"5320","9644"
"5321","4225"
"5321","4686"
"5321","8799"
"5322","2717"
"5322","6851"
"5322","4571"
"5322","7740"
"5322","7451"
"5323","5355"
"5323","9637"
"5324","7905"
"5324","1413"
"5324","3286"
"5325","41"
"5325","7038"
"5325","5420"
"5326","6901"
"5326","5243"
"5326","1990"
"5327","4040"
"5327","6897"
"5328","3612"
"5329","9974"
"5329","9599"
"5329","5156"
"5329","860"
"5330","2898"
"5330","4013"
"5330","8394"
"5330","5729"
"5330","8985"
"5331","396"
"5331","3719"
"5331","9895"
"5331","4220"
"5332","6953"
"5332","6925"
"5332","8856"
"5333","6842"
"5333","8138"
"5333","780"
"5333","5420"
"5333","1030"
"5334","4525"
"5335","6385"
"5335","6809"
"5335","9603"
"5335","8123"
"5335","8517"
"5336","4762"
"5336","2298"
"5336","9116"
"5337","3603"
"5338","5795"
"5338","6719"
"5338","5641"
"5338","4833"
"5339","1554"
"5339","7903"
"5339","2116"
"5339","6861"
"5339","4428"
"5340","4521"
"5340","3974"
"5341","3506"
"5341","2205"
"5341","3081"
"5341","5690"
"5341","3830"
"5342","7622"
"5342","8720"
"5343","9742"
"5344","4422"
"5345","9549"
"5345","5563"
"5345","4809"
"5345","9054"
"5345","5581"
"5346","6309"
"5346","4378"
"5347","1874"
"5347","3409"
"5348","8450"
"5348","9229"
"5348","8219"
"5348","5344"
"5349","8561"
"5350","909"
"5350","9815"
"5350","6023"
"5350","7486"
"5350","3461"
"5351","6278"
"5351","4367"
"5351","5080"
"5352","3363"
"5352","5769"
"5352","2732"
"5352","6046"
"5353","4309"
"5353","3252"
